id,movie_title,year,actor_1_name,actor_2_name,actor_3_name,director_name,genres,comb
586791,little fish,2021.0,Olivia Cooke,Jack O'Connell,Raúl Castillo,Chad Hartigan,Romance Science Fiction Drama,Olivia Cooke Jack O'Connell Raúl Castillo Chad Hartigan Romance Science Fiction Drama
686548,son of the south,2021.0,Lucas Till,Lucy Hale,Cedric the Entertainer,Barry Alexander Brown,History Drama,Lucas Till Lucy Hale Cedric the Entertainer Barry Alexander Brown History Drama
670129,pvt chat,2021.0,Julia Fox,Nikki Belfiglio,Austin Brown,Ben Hozie,Drama,Julia Fox Nikki Belfiglio Austin Brown Ben Hozie Drama
586101,music,2021.0,Kate Hudson,Leslie Odom Jr.,Maddie Ziegler,Sia,Music Drama,Kate Hudson Leslie Odom Jr. Maddie Ziegler Sia Music Drama
583406,judas and the black messiah,2021.0,Daniel Kaluuya,Lakeith Stanfield,Jesse Plemons,Shaka King,Drama History,Daniel Kaluuya Lakeith Stanfield Jesse Plemons Shaka King Drama History
644583,the mauritanian,2021.0,Jodie Foster,Tahar Rahim,Shailene Woodley,Kevin Macdonald,Drama Thriller,Jodie Foster Tahar Rahim Shailene Woodley Kevin Macdonald Drama Thriller
556867,breaking news in yuba county,2021.0,Allison Janney,Mila Kunis,Awkwafina,Tate Taylor,Comedy Drama Crime,Allison Janney Mila Kunis Awkwafina Tate Taylor Comedy Drama Crime
595813,barb and star go to vista del mar,2021.0,Kristen Wiig,Annie Mumolo,Jamie Dornan,Josh Greenbaum,Comedy,Kristen Wiig Annie Mumolo Jamie Dornan Josh Greenbaum Comedy
615643,minari,2021.0,Steven Yeun,Han Ye-ri,Alan Kim,Lee Isaac Chung,Drama,Steven Yeun Han Ye-ri Alan Kim Lee Isaac Chung Drama
614409,to all the boys: always and forever,2021.0,Lana Condor,Noah Centineo,Jordan Fisher,Michael Fimognari,Romance Comedy Drama,Lana Condor Noah Centineo Jordan Fisher Michael Fimognari Romance Comedy Drama
506281,the world to come,2021.0,Katherine Waterston,Vanessa Kirby,Christopher Abbott,Mona Fastvold,Romance Drama Western,Katherine Waterston Vanessa Kirby Christopher Abbott Mona Fastvold Romance Drama Western
599960,french exit,2021.0,Michelle Pfeiffer,Lucas Hedges,Tracy Letts,Azazel Jacobs,Drama Comedy,Michelle Pfeiffer Lucas Hedges Tracy Letts Azazel Jacobs Drama Comedy
598896,land,2021.0,Robin Wright,Demián Bichir,Kim Dickens,Robin Wright,Drama,Robin Wright Demián Bichir Kim Dickens Robin Wright Drama
643586,willy's wonderland,2021.0,Nicolas Cage,Emily Tosta,Ric Reitz,Kevin Lewis,Action Horror Comedy,Nicolas Cage Emily Tosta Ric Reitz Kevin Lewis Action Horror Comedy
672647,the map of tiny perfect things,2021.0,Kathryn Newton,Kyle Allen,Al Madrigal,Ian Samuels,Fantasy Romance,Kathryn Newton Kyle Allen Al Madrigal Ian Samuels Fantasy Romance
599281,fear of rain,2021.0,Katherine Heigl,Madison Iseman,Israel Broussard,Castille Landon,Thriller Horror Drama,Katherine Heigl Madison Iseman Israel Broussard Castille Landon Thriller Horror Drama
601666,i care a lot,2021.0,Rosamund Pike,Peter Dinklage,Eiza González,J Blakeson,Comedy Crime Thriller Drama,Rosamund Pike Peter Dinklage Eiza González J Blakeson Comedy Crime Thriller Drama
621876,flora & ulysses,2021.0,Matilda Lawler,Alyson Hannigan,Ben Schwartz,Lena Khan,Family Adventure Comedy Fantasy,Matilda Lawler Alyson Hannigan Ben Schwartz Lena Khan Family Adventure Comedy Fantasy
579051,silk road,2021.0,Jason Clarke,Nick Robinson,Katie Aselton,Tiller Russell,Crime Thriller,Jason Clarke Nick Robinson Katie Aselton Tiller Russell Crime Thriller
587807,tom & jerry,2021.0,Chloë Grace Moretz,Michael Peña,Colin Jost,Tim Story,Comedy Family Animation,Chloë Grace Moretz Michael Peña Colin Jost Tim Story Comedy Family Animation
566076,the united states vs. billie holiday,2021.0,Andra Day,Trevante Rhodes,Garrett Hedlund,Lee Daniels,Music Drama History,Andra Day Trevante Rhodes Garrett Hedlund Lee Daniels Music Drama History
544401,cherry,2021.0,Tom Holland,Ciara Bravo,Jack Reynor,Anthony and Joe Russo,Drama Crime,Tom Holland Ciara Bravo Jack Reynor Anthony and Joe Russo Drama Crime
580532,crisis,2021.0,Gary Oldman,Armie Hammer,Evangeline Lilly,Nicholas Jarecki,Thriller Crime Drama,Gary Oldman Armie Hammer Evangeline Lilly Nicholas Jarecki Thriller Crime Drama
654754,billie eilish: the world's a little blurry,2021.0,Billie Eilish,Finneas O'Connell,Maggie Baird,R. J. Cutler,Documentary Music,Billie Eilish Finneas O'Connell Maggie Baird R. J. Cutler Documentary Music
887485,the vigil,2021.0,Dave Davis,Menashe Lustig,Malky Goldman,Keith Thomas,Animation,Dave Davis Menashe Lustig Malky Goldman Keith Thomas Animation
583689,moxie,2021.0,Hadley Robinson,Lauren Tsai,Patrick Schwarzenegger,Amy Poehler,Comedy Drama Music,Hadley Robinson Lauren Tsai Patrick Schwarzenegger Amy Poehler Comedy Drama Music
484718,coming 2 america,2021.0,Eddie Murphy,Arsenio Hall,Jermaine Fowler,Craig Brewer,Comedy,Eddie Murphy Arsenio Hall Jermaine Fowler Craig Brewer Comedy
400160,the spongebob movie: sponge on the run,2021.0,Tom Kenny,Awkwafina,Matt Berry,Tim Hill,Family Animation Fantasy Adventure Comedy,Tom Kenny Awkwafina Matt Berry Tim Hill Family Animation Fantasy Adventure Comedy
527774,raya and the last dragon,2021.0,Kelly Marie Tran,Awkwafina,Izaac Wang,"Don Hall, Carlos López Estrada",Animation Family Fantasy Action Adventure,"Kelly Marie Tran Awkwafina Izaac Wang Don Hall, Carlos López Estrada Animation Family Fantasy Action Adventure"
412656,chaos walking,2021.0,Daisy Ridley,Tom Holland,Mads Mikkelsen,Doug Liman,Science Fiction,Daisy Ridley Tom Holland Mads Mikkelsen Doug Liman Science Fiction
513310,boss level,2021.0,Frank Grillo,Mel Gibson,Naomi Watts,Joe Carnahan,Action Science Fiction Thriller,Frank Grillo Mel Gibson Naomi Watts Joe Carnahan Action Science Fiction Thriller
631058,boogie,2021.0,Taylor Takahashi,Taylour Paige,Jorge Lendeborg Jr.,Eddie Huang,Comedy Drama,Taylor Takahashi Taylour Paige Jorge Lendeborg Jr. Eddie Huang Comedy Drama
638597,yes day,2021.0,Jennifer Garner,Édgar Ramírez,Jenna Ortega,Miguel Arteta,Comedy Family,Jennifer Garner Édgar Ramírez Jenna Ortega Miguel Arteta Comedy Family
635012,long weekend,2021.0,Finn Wittrock,Zoë Chao,Casey Wilson,Steve Basilone,Romance Comedy,Finn Wittrock Zoë Chao Casey Wilson Steve Basilone Romance Comedy
681887,cosmic sin,2021.0,Bruce Willis,Frank Grillo,Brandon Thomas Lee,Edward Drake,Action Adventure Science Fiction,Bruce Willis Frank Grillo Brandon Thomas Lee Edward Drake Action Adventure Science Fiction
795230,trust,2021.0,Victoria Justice,Matthew Daddario,Katherine McNamara,Brian DeCubellis,Romance Drama,Victoria Justice Matthew Daddario Katherine McNamara Brian DeCubellis Romance Drama
791373,zack snyder's justice league,2021.0,Ben Affleck,Henry Cavill,Amy Adams,Zack Snyder,Action Adventure Fantasy Science Fiction,Ben Affleck Henry Cavill Amy Adams Zack Snyder Action Adventure Fantasy Science Fiction
522241,the courier,2021.0,Benedict Cumberbatch,Merab Ninidze,Rachel Brosnahan,Dominic Cooke,Thriller History Drama Action,Benedict Cumberbatch Merab Ninidze Rachel Brosnahan Dominic Cooke Thriller History Drama Action
433501,city of lies,2021.0,Johnny Depp,Forest Whitaker,unknown,Brad Furman,Crime Thriller Drama,Johnny Depp Forest Whitaker unknown Brad Furman Crime Thriller Drama
673319,happily,2021.0,Joel McHale,Kerry Bishé,Stephen Root,BenDavid Grabinski,Comedy Romance Thriller,Joel McHale Kerry Bishé Stephen Root BenDavid Grabinski Comedy Romance Thriller
615457,nobody,2021.0,Bob Odenkirk,Connie Nielsen,Aleksei Serebryakov,Ilya Naishuller,Action Crime Thriller,Bob Odenkirk Connie Nielsen Aleksei Serebryakov Ilya Naishuller Action Crime Thriller
578908,bad trip,2021.0,Eric André,Lil Rel Howery,Tiffany Haddish,Kitao Sakurai,Comedy,Eric André Lil Rel Howery Tiffany Haddish Kitao Sakurai Comedy
645856,the seventh day,2021.0,Guy Pearce,Vadhir Derbez,Stephen Lang,Justin P. Lange,Horror,Guy Pearce Vadhir Derbez Stephen Lang Justin P. Lange Horror
762888,senior moment,2021.0,William Shatner,Jean Smart,Christopher Lloyd,Giorgio Serafini,Comedy Romance,William Shatner Jean Smart Christopher Lloyd Giorgio Serafini Comedy Romance
399566,godzilla vs. kong,2021.0,Alexander Skarsgård,Millie Bobby Brown,Rebecca Hall,Adam Wingard,Action Fantasy Science Fiction,Alexander Skarsgård Millie Bobby Brown Rebecca Hall Adam Wingard Action Fantasy Science Fiction
621954,concrete cowboy,2021.0,Idris Elba,Caleb McLaughlin,Jharrel Jerome,Ricky Staub,Drama Western,Idris Elba Caleb McLaughlin Jharrel Jerome Ricky Staub Drama Western
632357,the unholy,2021.0,Jeffrey Dean Morgan,Katie Aselton,William Sadler,Evan Spiliotopoulos,Horror Mystery,Jeffrey Dean Morgan Katie Aselton William Sadler Evan Spiliotopoulos Horror Mystery
803923,every breath you take,2021.0,Casey Affleck,Sam Claflin,Veronica Ferres,Vaughn Stein,Thriller,Casey Affleck Sam Claflin Veronica Ferres Vaughn Stein Thriller
664300,shiva baby,2021.0,Rachel Sennott,Molly Gordon,Polly Draper,Emma Seligman,Comedy Drama,Rachel Sennott Molly Gordon Polly Draper Emma Seligman Comedy Drama
805195,the girl who believes in miracles,2021.0,Mira Sorvino,Austyn Johnson,Kevin Sorbo,Richard Correll,Family Drama,Mira Sorvino Austyn Johnson Kevin Sorbo Richard Correll Family Drama
639074,the believer,2021.0,Aidan Bristow,Sophie Kargman,Susan Wilder,Shan Serafin,Adventure Action,Aidan Bristow Sophie Kargman Susan Wilder Shan Serafin Adventure Action
786584,dawn of the beast,2021.0,Francesca Anderson,Adrián Burke,Chris Cimperman,Bruce Wemple,Horror Thriller,Francesca Anderson Adrián Burke Chris Cimperman Bruce Wemple Horror Thriller
597890,voyagers,2021.0,Tye Sheridan,Lily-Rose Depp,Fionn Whitehead,Neil Burger,Science Fiction Thriller,Tye Sheridan Lily-Rose Depp Fionn Whitehead Neil Burger Science Fiction Thriller
615678,thunder force,2021.0,Melissa McCarthy,Octavia Spencer,Bobby Cannavale,Ben Falcone,Action Adventure Comedy Science Fiction,Melissa McCarthy Octavia Spencer Bobby Cannavale Ben Falcone Action Adventure Comedy Science Fiction
763568,arlo the alligator boy,2021.0,Michael J. Woodard,Mary Lambert,Haley Tju,Ryan Crego,Animation Comedy Family,Michael J. Woodard Mary Lambert Haley Tju Ryan Crego Animation Comedy Family
835376,monday,2021.0,Sebastian Stan,Denise Gough,Yorgos Pirpassopoulos,Argyris Papadimitropoulos,Comedy Drama,Sebastian Stan Denise Gough Yorgos Pirpassopoulos Argyris Papadimitropoulos Comedy Drama
748853,in the earth,2021.0,Joel Fry,Reece Shearsmith,Hayley Squires,Ben Wheatley,Horror Science Fiction Thriller,Joel Fry Reece Shearsmith Hayley Squires Ben Wheatley Horror Science Fiction Thriller
559581,stowaway,2021.0,Anna Kendrick,Daniel Dae Kim,Shamier Anderson,Joe Penna,Science Fiction Drama Thriller Adventure,Anna Kendrick Daniel Dae Kim Shamier Anderson Joe Penna Science Fiction Drama Thriller Adventure
460465,mortal kombat,2021.0,Lewis Tan,Jessica McNamee,Josh Lawson,Simon McQuoid,Action Fantasy Adventure,Lewis Tan Jessica McNamee Josh Lawson Simon McQuoid Action Fantasy Adventure
501929,the mitchells vs. the machines,2021.0,Abbi Jacobson,Danny McBride,Maya Rudolph,Mike Rianda,Animation Adventure Comedy,Abbi Jacobson Danny McBride Maya Rudolph Mike Rianda Animation Adventure Comedy
804435,vanquish,2021.0,Ruby Rose,Morgan Freeman,unknown,George Gallo,Action Crime Thriller,Ruby Rose Morgan Freeman unknown George Gallo Action Crime Thriller
776515,together together,2021.0,Ed Helms,Patti Harrison,Tig Notaro,Nikole Beckwith,Comedy,Ed Helms Patti Harrison Tig Notaro Nikole Beckwith Comedy
680319,we broke up,2021.0,William Jackson Harper,Aya Cash,unknown,Jeff Rosenberg,Romance Comedy,William Jackson Harper Aya Cash unknown Jeff Rosenberg Romance Comedy
674564,the deep ones,2021.0,Gina La Piana,Robert Miano,Johann Urb,Chad Ferrin,Horror Science Fiction,Gina La Piana Robert Miano Johann Urb Chad Ferrin Horror Science Fiction
631060,things heard & seen,2021.0,Amanda Seyfried,James Norton,Natalia Dyer,Shari Springer Berman and Robert Pulcini,Horror,Amanda Seyfried James Norton Natalia Dyer Shari Springer Berman and Robert Pulcini Horror
567189,without remorse,2021.0,Michael B. Jordan,Jamie Bell,Jodie Turner-Smith,Stefano Sollima,Action Thriller,Michael B. Jordan Jamie Bell Jodie Turner-Smith Stefano Sollima Action Thriller
808023,the virtuoso,2021.0,Anson Mount,Abbie Cornish,Eddie Marsan,Nick Stagliano,Thriller Crime,Anson Mount Abbie Cornish Eddie Marsan Nick Stagliano Thriller Crime
641960,four good days,2021.0,Glenn Close,Mila Kunis,Stephen Root,Rodrigo García,Drama,Glenn Close Mila Kunis Stephen Root Rodrigo García Drama
760195,separation,2021.0,Rupert Friend,Mamie Gummer,Violet McGraw,William Brent Bell,Horror Drama,Rupert Friend Mamie Gummer Violet McGraw William Brent Bell Horror Drama
810271,the resort,2021.0,Brock O'Hurn,Avery Pascual,Michael Vlamis,Taylor Chien,Horror,Brock O'Hurn Avery Pascual Michael Vlamis Taylor Chien Horror
637649,wrath of man,2021.0,Jason Statham,Holt McCallany,Jeffrey Donovan,Guy Ritchie,Action Crime Thriller,Jason Statham Holt McCallany Jeffrey Donovan Guy Ritchie Action Crime Thriller
823609,monster,2021.0,Kelvin Harrison Jr.,Jennifer Ehle,Tim Blake Nelson,Anthony Mandler,Animation Family,Kelvin Harrison Jr. Jennifer Ehle Tim Blake Nelson Anthony Mandler Animation Family
731738,the paper tigers,2021.0,Alain Uy,Ron Yuan,Mykel Shannon Jenkins,Tran Quoc Bao,Action Comedy,Alain Uy Ron Yuan Mykel Shannon Jenkins Tran Quoc Bao Action Comedy
557950,mainstream,2021.0,Andrew Garfield,Maya Hawke,Nat Wolff,Gia Coppola,Comedy Drama,Andrew Garfield Maya Hawke Nat Wolff Gia Coppola Comedy Drama
346687,the water man,2021.0,David Oyelowo,Rosario Dawson,Lonnie Chavis,David Oyelowo,Adventure,David Oyelowo Rosario Dawson Lonnie Chavis David Oyelowo Adventure
711475,here today,2021.0,Billy Crystal,Tiffany Haddish,Penn Badgley,Billy Crystal,Comedy Drama,Billy Crystal Tiffany Haddish Penn Badgley Billy Crystal Comedy Drama
421473,above suspicion,2021.0,Jack Huston,Emilia Clarke,Thora Birch,Phillip Noyce,Thriller Crime,Jack Huston Emilia Clarke Thora Birch Phillip Noyce Thriller Crime
750600,reboot camp,2021.0,David Koechner,Ed Begley Jr.,Chaz Bono,Ivo Raza,Comedy,David Koechner Ed Begley Jr. Chaz Bono Ivo Raza Comedy
647302,benny loves you,2021.0,Karl Holt,Claire Cartwright,David Wayman,Karl Holt,Horror Comedy,Karl Holt Claire Cartwright David Wayman Karl Holt Horror Comedy
972912,oxygen,2021.0,Mélanie Laurent,Mathieu Amalric,Malik Zidi,Alexandre Aja,Documentary,Mélanie Laurent Mathieu Amalric Malik Zidi Alexandre Aja Documentary
503736,army of the dead,2021.0,Dave Bautista,Ella Purnell,Omari Hardwick,Zack Snyder,Action Crime Horror Thriller,Dave Bautista Ella Purnell Omari Hardwick Zack Snyder Action Crime Horror Thriller
578701,those who wish me dead,2021.0,Angelina Jolie,Nicholas Hoult,Finn Little,Taylor Sheridan,Thriller Action Drama,Angelina Jolie Nicholas Hoult Finn Little Taylor Sheridan Thriller Action Drama
520663,the woman in the window,2021.0,Amy Adams,Gary Oldman,Anthony Mackie,Joe Wright,Drama Crime Mystery Thriller,Amy Adams Gary Oldman Anthony Mackie Joe Wright Drama Crime Mystery Thriller
602734,spiral,2021.0,Chris Rock,Max Minghella,Marisol Nichols,Darren Lynn Bousman,Horror Crime Mystery,Chris Rock Max Minghella Marisol Nichols Darren Lynn Bousman Horror Crime Mystery
339395,georgetown,2021.0,Christoph Waltz,Vanessa Redgrave,Annette Bening,Christoph Waltz,Crime Drama,Christoph Waltz Vanessa Redgrave Annette Bening Christoph Waltz Crime Drama
769749,finding you,2021.0,Rose Reid,Jedidiah Goodacre,Katherine McNamara,Brian Baugh,Romance Drama,Rose Reid Jedidiah Goodacre Katherine McNamara Brian Baugh Romance Drama
653712,the killing of two lovers,2021.0,Clayne Crawford,Sepideh Moafi,Chris Coy,Robert Machoian,Drama Thriller,Clayne Crawford Sepideh Moafi Chris Coy Robert Machoian Drama Thriller
738057,616 wilford lane,2021.0,John Littlefield,Eric Roberts,Alyson Gorske,"Mark S. Allen, Dante Yore",Horror Action,"John Littlefield Eric Roberts Alyson Gorske Mark S. Allen, Dante Yore Horror Action"
603206,dream horse,2021.0,Toni Collette,Damian Lewis,Owen Teale,Euros Lyn,Comedy Drama,Toni Collette Damian Lewis Owen Teale Euros Lyn Comedy Drama
653659,blast beat,2021.0,Moisés Arias,Mateo Arias,Daniel Dae Kim,Esteban Arango,Drama,Moisés Arias Mateo Arias Daniel Dae Kim Esteban Arango Drama
520763,a quiet place part ii,2021.0,Emily Blunt,Cillian Murphy,Millicent Simmonds,John Krasinski,Science Fiction Thriller Horror,Emily Blunt Cillian Murphy Millicent Simmonds John Krasinski Science Fiction Thriller Horror
337404,cruella,2021.0,Emma Stone,Emma Thompson,Joel Fry,Craig Gillespie,Comedy Crime,Emma Stone Emma Thompson Joel Fry Craig Gillespie Comedy Crime
743599,plan b,2021.0,Kuhoo Verma,Victoria Moroles,unknown,Natalie Morales,Comedy,Kuhoo Verma Victoria Moroles unknown Natalie Morales Comedy
597593,changing the game,2021.0,Mack Beggs,Sarah Rose Huckman,Terry Miller,Michael Barnett,Documentary,Mack Beggs Sarah Rose Huckman Terry Miller Michael Barnett Documentary
637693,spirit untamed,2021.0,Isabela Merced,Marsai Martin,Mckenna Grace,"Elaine Bogan, Ennio Torresan",Animation Adventure Family Western,"Isabela Merced Marsai Martin Mckenna Grace Elaine Bogan, Ennio Torresan Animation Adventure Family Western"
423108,the conjuring: the devil made me do it,2021.0,Patrick Wilson,Vera Farmiga,Ruairi O'Connor,Michael Chaves,Horror Mystery Thriller,Patrick Wilson Vera Farmiga Ruairi O'Connor Michael Chaves Horror Mystery Thriller
514995,gully,2021.0,Jacob Latimore,Charlie Plummer,Jonathan Majors,Nabil Elderkin,Drama Crime,Jacob Latimore Charlie Plummer Jonathan Majors Nabil Elderkin Drama Crime
809065,flashback,2021.0,Dylan O'Brien,Maika Monroe,Hannah Gross,Christopher MacBride,Comedy Science Fiction,Dylan O'Brien Maika Monroe Hannah Gross Christopher MacBride Comedy Science Fiction
813858,under the stadium lights,2021.0,Milo Gibson,Laurence Fishburne,Glenn Morshower,Todd Randall,Drama,Milo Gibson Laurence Fishburne Glenn Morshower Todd Randall Drama
347616,grace and grit,2021.0,Mena Suvari,Stuart Townsend,Frances Fisher,Sebastian Siegel,Drama Comedy Romance,Mena Suvari Stuart Townsend Frances Fisher Sebastian Siegel Drama Comedy Romance
615658,awake,2021.0,Gina Rodriguez,Jennifer Jason Leigh,Barry Pepper,Mark Raso,Drama Science Fiction Thriller,Gina Rodriguez Jennifer Jason Leigh Barry Pepper Mark Raso Drama Science Fiction Thriller
467909,in the heights,2021.0,Anthony Ramos,Corey Hawkins,Leslie Grace,Jon M. Chu,Drama Music Romance,Anthony Ramos Corey Hawkins Leslie Grace Jon M. Chu Drama Music Romance
581726,infinite,2021.0,Mark Wahlberg,Chiwetel Ejiofor,Sophie Cookson,Antoine Fuqua,Science Fiction Action Thriller,Mark Wahlberg Chiwetel Ejiofor Sophie Cookson Antoine Fuqua Science Fiction Action Thriller
522478,peter rabbit 2: the runaway,2021.0,James Corden,Rose Byrne,Domhnall Gleeson,Will Gluck,Family Comedy Adventure Animation Fantasy,James Corden Rose Byrne Domhnall Gleeson Will Gluck Family Comedy Adventure Animation Fantasy
550205,wish dragon,2021.0,Jimmy Wong,John Cho,Constance Wu,Chris Appelhans,Animation Family Comedy Fantasy,Jimmy Wong John Cho Constance Wu Chris Appelhans Animation Family Comedy Fantasy
581644,the misfits,2021.0,Pierce Brosnan,Rami Jaber,Hermione Corfield,Renny Harlin,Action Thriller,Pierce Brosnan Rami Jaber Hermione Corfield Renny Harlin Action Thriller
625169,12 mighty orphans,2021.0,Luke Wilson,Vinessa Shaw,Wayne Knight,Ty Roberts,History Drama,Luke Wilson Vinessa Shaw Wayne Knight Ty Roberts History Drama
583116,the house next door: meet the blacks 2,2021.0,Mike Epps,Katt Williams,Bresha Webb,Deon Taylor,Comedy Horror,Mike Epps Katt Williams Bresha Webb Deon Taylor Comedy Horror
553592,queen bees,2021.0,Ellen Burstyn,James Caan,Ann-Margret,Michael Lembeck,Romance Comedy,Ellen Burstyn James Caan Ann-Margret Michael Lembeck Romance Comedy
839017,domino: battle of the bones,2021.0,David Arquette,Snoop Dogg,Tom Lister Jr.,"Baron Davis, Carl Reid, Steven V. Vasquez Jr.",Comedy,"David Arquette Snoop Dogg Tom Lister Jr. Baron Davis, Carl Reid, Steven V. Vasquez Jr. Comedy"
522931,hitman's wife's bodyguard,2021.0,Ryan Reynolds,Samuel L. Jackson,Salma Hayek,Patrick Hughes,Action Comedy Thriller,Ryan Reynolds Samuel L. Jackson Salma Hayek Patrick Hughes Action Comedy Thriller
508943,luca,2021.0,Jacob Tremblay,Jack Dylan Grazer,Emma Berman,Enrico Casarosa,Animation Comedy Family Fantasy,Jacob Tremblay Jack Dylan Grazer Emma Berman Enrico Casarosa Animation Comedy Family Fantasy
607259,fatherhood,2021.0,Kevin Hart,Alfre Woodard,Lil Rel Howery,Paul Weitz,Drama Comedy,Kevin Hart Alfre Woodard Lil Rel Howery Paul Weitz Drama Comedy
624481,the birthday cake,2021.0,Shiloh Fernandez,Val Kilmer,Ewan McGregor,Jimmy Giannopoulos,Crime Thriller,Shiloh Fernandez Val Kilmer Ewan McGregor Jimmy Giannopoulos Crime Thriller
776526,rita moreno: just a girl who decided to go for it,2021.0,Rita Moreno,Eva Longoria,George Chakiris,Mariem Pérez Riera,Documentary,Rita Moreno Eva Longoria George Chakiris Mariem Pérez Riera Documentary
776485,the sparks brothers,2021.0,Ron Mael,Russell Mael,unknown,Edgar Wright,Documentary Music,Ron Mael Russell Mael unknown Edgar Wright Documentary Music
730081,truman & tennessee: an intimate conversation,2021.0,Jim Parsons,Zachary Quinto,unknown,Lisa Immordino Vreeland,Documentary,Jim Parsons Zachary Quinto unknown Lisa Immordino Vreeland Documentary
1004130,stalker,2021.0,Christine Ko,Vincent van Horn,Michael Joplin,Tyler Savage,Horror Thriller,Christine Ko Vincent van Horn Michael Joplin Tyler Savage Horror Thriller
695396,love spreads,2021.0,Alia Shawkat,Eiza González,Chanel Cresswell,Jamie Adams,Comedy Drama Music,Alia Shawkat Eiza González Chanel Cresswell Jamie Adams Comedy Drama Music
763040,a crime on the bayou,2021.0,Gary Duncan,Richard Sobol,unknown,Nancy Buirski,Documentary,Gary Duncan Richard Sobol unknown Nancy Buirski Documentary
823461,good on paper,2021.0,Iliza Shlesinger,Ryan Hansen,Margaret Cho,Kimmy Gatewood,Comedy Romance,Iliza Shlesinger Ryan Hansen Margaret Cho Kimmy Gatewood Comedy Romance
385128,f9,2021.0,Vin Diesel,John Cena,Michelle Rodriguez,Justin Lin,Action Adventure Crime Thriller,Vin Diesel John Cena Michelle Rodriguez Justin Lin Action Adventure Crime Thriller
646207,the ice road,2021.0,Liam Neeson,Benjamin Walker,Amber Midthunder,Jonathan Hensleigh,Action Thriller,Liam Neeson Benjamin Walker Amber Midthunder Jonathan Hensleigh Action Thriller
800497,werewolves within,2021.0,Sam Richardson,Milana Vayntrub,George Basil,Josh Ruben,Horror Comedy,Sam Richardson Milana Vayntrub George Basil Josh Ruben Horror Comedy
591634,false positive,2021.0,Ilana Glazer,Justin Theroux,Sophia Bush,John Lee,Horror Mystery Thriller,Ilana Glazer Justin Theroux Sophia Bush John Lee Horror Mystery Thriller
693827,lansky,2021.0,Harvey Keitel,Sam Worthington,AnnaSophia Robb,Eytan Rockaway,Crime Drama Thriller,Harvey Keitel Sam Worthington AnnaSophia Robb Eytan Rockaway Crime Drama Thriller
653594,i carry you with me,2021.0,Armando Espitia,Christian Vázquez,Michelle Rodríguez,Heidi Ewing,Drama,Armando Espitia Christian Vázquez Michelle Rodríguez Heidi Ewing Drama
835860,mary j. blige's my life,2021.0,Mary J. Blige,Taraji P. Henson,Alicia Keys,Vanessa Roth,Documentary Music,Mary J. Blige Taraji P. Henson Alicia Keys Vanessa Roth Documentary Music
819024,fathom,2021.0,Michelle Fournet,Ellen Garland,unknown,Drew Xanthopoulos,Documentary,Michelle Fournet Ellen Garland unknown Drew Xanthopoulos Documentary
842170,rollers,2021.0,Isaiah Smallman (director); Johnny Ray Gill,Kate Cobb,Vicky Jeudy,Isaiah Smallman,Comedy,Isaiah Smallman (director); Johnny Ray Gill Kate Cobb Vicky Jeudy Isaiah Smallman Comedy
739542,america: the motion picture,2021.0,Channing Tatum,Jason Mantzoukas,Olivia Munn,Matt Thompson,Animation Action Comedy,Channing Tatum Jason Mantzoukas Olivia Munn Matt Thompson Animation Action Comedy
539565,zola,2021.0,Taylour Paige,Riley Keough,Nicholas Braun,Janicza Bravo,Comedy Crime,Taylour Paige Riley Keough Nicholas Braun Janicza Bravo Comedy Crime
649409,no sudden move,2021.0,Don Cheadle,Benicio del Toro,David Harbour,Steven Soderbergh,Crime Drama Mystery,Don Cheadle Benicio del Toro David Harbour Steven Soderbergh Crime Drama Mystery
588228,the tomorrow war,2021.0,Chris Pratt,Yvonne Strahovski,J. K. Simmons,Chris McKay,Action Science Fiction Adventure,Chris Pratt Yvonne Strahovski J. K. Simmons Chris McKay Action Science Fiction Adventure
459151,the boss baby: family business,2021.0,Alec Baldwin,James Marsden,Amy Sedaris,Tom McGrath,Animation Comedy Adventure Family,Alec Baldwin James Marsden Amy Sedaris Tom McGrath Animation Comedy Adventure Family
602223,the forever purge,2021.0,Ana de la Reguera,Tenoch Huerta,Josh Lucas,Everardo Gout,Horror Action Thriller,Ana de la Reguera Tenoch Huerta Josh Lucas Everardo Gout Horror Action Thriller
591273,fear street part one: 1994,2021.0,Kiana Madeira,Olivia Scott Welch,Benjamin Flores Jr.,Leigh Janiak,Mystery Horror Fantasy,Kiana Madeira Olivia Scott Welch Benjamin Flores Jr. Leigh Janiak Mystery Horror Fantasy
776527,summer of soul,2021.0,Questlove (director); Stevie Wonder,Nina Simone,Sly and the Family Stone,Questlove,Documentary Music History,Questlove (director); Stevie Wonder Nina Simone Sly and the Family Stone Questlove Documentary Music History
672741,till death,2021.0,Megan Fox,Eoin Macken,Callan Mulvey,S.K. Dale,Horror Thriller,Megan Fox Eoin Macken Callan Mulvey S.K. Dale Horror Thriller
629227,let us in,2021.0,Mackenzie Moss,Sadie Stanley,Mackenzie Ziegler,Craig Moss,Science Fiction Thriller,Mackenzie Moss Sadie Stanley Mackenzie Ziegler Craig Moss Science Fiction Thriller
497698,black widow,2021.0,Scarlett Johansson,Florence Pugh,David Harbour,Cate Shortland,Action Adventure Science Fiction,Scarlett Johansson Florence Pugh David Harbour Cate Shortland Action Adventure Science Fiction
